data_size,year_range,fixed_mape,fixed_r2,auto_order,auto_mape,auto_r2,mape_diff,better_model
30,1975-2004,3.5459691486945526,0.5377011570846962,"(0, 1, 0)",10.838251446300033,-0.8004607448602608,7.29228229760548,FIXED
35,1975-2009,13.145999514256976,-6.916066391435943,"(3, 2, 0)",6.499664116674218,-0.6149951801087672,-6.646335397582758,AUTO
40,1975-2014,2.042945854970425,0.8724842913920232,"(0, 1, 0)",5.581326961548048,0.18268493483504766,3.538381106577623,FIXED
45,1975-2019,2.323199731434512,0.7319355836571707,"(3, 2, 0)",8.097167284854262,-1.5788881421640424,5.77396755341975,FIXED
50,1975-2024,7.067522839181771,0.3539356247674248,"(0, 1, 0)",7.00708803977963,0.42088290214350677,-0.060434799402140804,AUTO
